id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-830,Defining what you are assessing,R. Watkins; J. Kavale,2014,2014,Journal article,,http://web.archive.org/web/20250515131945/https://na.weshareresearch.com/resources/single-record/?pdb=830,Articles and Chapters,en,New Directions for Evaluation,,https://doi.org/10.1002/ev.20100,19–31,144,,,Altschuld J.W.; R. Watkins,http://web.archive.org/web/20250515131945/https://na.weshareresearch.com/resources/single-record/?pdb=830; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Watkins"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""2014"", ""title"": ""Defining what you are assessing"", ""type"": ""article-journal"", ""journal"": ""New Directions for Evaluation"", ""volume"": ""144"", ""issue"": """", ""page"": ""19–31"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/ev.20100"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Kavale"", ""author_1_given"": ""J."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Altschuld"", ""editor_0_family"": ""J.W."", ""issued_date_parts_0_1"": """", ""editor_1_family"": ""Watkins"", ""editor_1_given"": ""R."", ""photo"": """"}"
reference-892,Designing and conducting needs assessments: A practical guide,B.R. Witkin; J.W. Altschuld,1995,1995,Book,,http://web.archive.org/web/20230204211245/https://na.weshareresearch.com/resources/single-record/?pdb=892,Books,en,,Sage Publications,,,,,,,http://web.archive.org/web/20230204211245/https://na.weshareresearch.com/resources/single-record/?pdb=892; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Witkin"", ""author_0_given"": ""B.R."", ""issued_date_parts_0_0"": ""1995"", ""title"": ""Designing and conducting needs assessments: A practical guide"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Sage Publications"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Altschuld"", ""author_1_given"": ""J.W."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-762,Determining organizational training needs,R. Morano,1973,1973,Journal article,,https://web.archive.org/web/20250112213417/https://na.weshareresearch.com/resources/single-record/?pdb=762,Articles and Chapters,en,Personnel Psychology,,https://doi.org/10.1111/j.1744-6570.1973.tb01151.x,479–487,26. 4,,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112213417/https://na.weshareresearch.com/resources/single-record/?pdb=762,Reference details recovered,"{""author_0_family"": ""Morano"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1973"", ""title"": ""Determining organizational training needs"", ""type"": ""article-journal"", ""journal"": ""Personnel Psychology"", ""volume"": ""26. 4"", ""issue"": """", ""page"": ""479–487"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1111/j.1744-6570.1973.tb01151.x"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-919,Determining societal needs for distance education in tomorrow's global village,Knott,1992,1992,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=919,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-717,Determining training needs: four simple and effective approaches,D.L. Kirkpatrick,1977,1977,Journal article,,http://web.archive.org/web/20250112211710/https://na.weshareresearch.com/resources/single-record/?pdb=717,Articles and Chapters,en,Training and Development Journal,,,22–5,31,2,,,http://web.archive.org/web/20250112211710/https://na.weshareresearch.com/resources/single-record/?pdb=717; https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1,Reference details recovered,"{""author_0_family"": ""Kirkpatrick"", ""author_0_given"": ""D.L."", ""issued_date_parts_0_0"": ""1977"", ""title"": ""Determining training needs: four simple and effective approaches"", ""type"": ""article-journal"", ""journal"": ""Training and Development Journal"", ""volume"": ""31"", ""issue"": ""2"", ""page"": ""22–5"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-956,Developing A Needs Assessment Plan: A Practical Guide for Public Libraries,JA Brown,2020,2020,Journal article,,https://web.archive.org/web/20250427003439/https://na.weshareresearch.com/resources/single-record/?pdb=956,Articles and Chapters,,Public Library Quarterly,,,1-13,,,,,http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1; https://web.archive.org/web/20250427003439/https://na.weshareresearch.com/resources/single-record/?pdb=956,Reference details recovered,"{""author_0_family"": ""Brown"", ""author_0_given"": ""JA"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Developing A Needs Assessment Plan: A Practical Guide for Public Libraries"", ""type"": ""article-journal"", ""journal"": ""Public Library Quarterly"", ""volume"": """", ""issue"": """", ""page"": ""1-13"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": """", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-806,Developing performance data for making useful faculty and leadership decisions,W. Swart; R. Kaufman,2009,2009,Journal article,,https://web.archive.org/web/20220528172823/https://na.weshareresearch.com/resources/single-record/?pdb=806,Articles and Chapters,en,Needs assessment as a vehicle. Performance Improvement Quarterly,,https://doi.org/10.1002/piq.20061,71,22,3,,,https://web.archive.org/web/20220528172823/https://na.weshareresearch.com/resources/single-record/?pdb=806; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Swart"", ""author_0_given"": ""W."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Developing performance data for making useful faculty and leadership decisions"", ""type"": ""article-journal"", ""journal"": ""Needs assessment as a vehicle. Performance Improvement Quarterly"", ""volume"": ""22"", ""issue"": ""3"", ""page"": ""71"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/piq.20061"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Kaufman"", ""author_1_given"": ""R."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-651,Did the prevalence of PTSD following Hurricane Katrina match a rapid needs assessment prediction?: A template for future public planning after large-scale disasters,R. Dalton; M.S. Scheeringa; C.H. Zeanah,2008,2008,Journal article,,https://web.archive.org/web/20220528164656/https://na.weshareresearch.com/resources/single-record/?pdb=651,Articles and Chapters,en,Psychiatric Annals,,,134–141,38,2,,,https://web.archive.org/web/20220528164656/https://na.weshareresearch.com/resources/single-record/?pdb=651; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Dalton"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""2008"", ""title"": ""Did the prevalence of PTSD following Hurricane Katrina match a rapid needs assessment prediction?: A template for future public planning after large-scale disasters"", ""type"": ""article-journal"", ""journal"": ""Psychiatric Annals"", ""volume"": ""38"", ""issue"": ""2"", ""page"": ""134–141"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Scheeringa"", ""author_1_given"": ""M.S."", ""author_2_family"": ""Zeanah"", ""author_2_given"": ""C.H."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-901,Different roles: different perspectives: perceptions about the purpose of training needs analysis Bowman,J. Bowman; J. Wilson,2008,2008,Journal article,,http://web.archive.org/web/20220528172515/https://na.weshareresearch.com/resources/single-record/?pdb=901,Articles and Chapters,en,Industrial and Commercial Training,,https://doi.org/10.1108/00197850810841639,38–41,40. 1,,,,http://web.archive.org/web/20220528172515/https://na.weshareresearch.com/resources/single-record/?pdb=901; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Bowman"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""2008"", ""title"": ""Different roles: different perspectives: perceptions about the purpose of training needs analysis Bowman"", ""type"": ""article-journal"", ""journal"": ""Industrial and Commercial Training"", ""volume"": ""40. 1"", ""issue"": """", ""page"": ""38–41"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1108/00197850810841639"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Wilson"", ""author_1_given"": ""J."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-643,Do you really want to conduct a needs assessment?,B. Cohen,1981,1981,Book,,https://web.archive.org/web/20230204223257/https://na.weshareresearch.com/resources/single-record/?pdb=643,Books,en,,"Management and Behavioral Science Center, University of Pennsylvania",,,,,,,https://web.archive.org/web/20230204223257/https://na.weshareresearch.com/resources/single-record/?pdb=643; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Cohen"", ""author_0_given"": ""B."", ""issued_date_parts_0_0"": ""1981"", ""title"": ""Do you really want to conduct a needs assessment?"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Management and Behavioral Science Center, University of Pennsylvania"", ""publisher_place"": ""Philadephia"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-767,Educational needs as perceived by IS and end-user personnel,Nelson,1991,1991,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=767,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-756,Educational Needs Assessment for Design/Build Project Delivery. Journal of Professional Issues in Engineering Education &,Molenaar,2003,2003,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=756,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-841,Educational Needs Assessment: The State of the Art,R.B. Witkin,1976,1976,Journal article,,https://web.archive.org/web/20250112203748/https://na.weshareresearch.com/resources/single-record/?pdb=841,Articles and Chapters,en,Educational Planning,,https://doi.org/10.4324/9781315446721-5,1–5,2,3,,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112203748/https://na.weshareresearch.com/resources/single-record/?pdb=841,Reference details recovered,"{""author_0_family"": ""Witkin"", ""author_0_given"": ""R.B."", ""issued_date_parts_0_0"": ""1976"", ""title"": ""Educational Needs Assessment: The State of the Art"", ""type"": ""article-journal"", ""journal"": ""Educational Planning"", ""volume"": ""2"", ""issue"": ""3"", ""page"": ""1–5"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.4324/9781315446721-5"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-612,Effectiveness of Training in Organizations: A Meta-analysis of Design and,Arthur,2003,2003,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=612,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-898,Effectiveness of Training in Organizations: A Meta-analysis of Design and  Evaluation Features,Arthur,2003,2003,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=898,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-729,Effects of the participation of multiple stakeholders in identifying and interpreting perceived needs. Evaluation and,Y.-F. Lee; J.W. Altschuld; J.L. White,2007,2007,Journal article,,http://web.archive.org/web/20220813051903/https://na.weshareresearch.com/resources/single-record/?pdb=729,Articles and Chapters,en,Program Planning,,https://doi.org/10.1016/j.evalprogplan.2006.10.001,1–9,30,1,,,http://web.archive.org/web/20220813051903/https://na.weshareresearch.com/resources/single-record/?pdb=729; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""Lee"", ""author_0_given"": ""Y.-F."", ""issued_date_parts_0_0"": ""2007"", ""title"": ""Effects of the participation of multiple stakeholders in identifying and interpreting perceived needs. Evaluation and"", ""type"": ""article-journal"", ""journal"": ""Program Planning"", ""volume"": ""30"", ""issue"": ""1"", ""page"": ""1–9"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1016/j.evalprogplan.2006.10.001"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Altschuld"", ""author_1_given"": ""J.W."", ""author_2_family"": ""White"", ""author_2_given"": ""J.L."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-604,Fault tree analysis,J.W. Altschuld,2004,2004,Book,,http://web.archive.org/web/20240526083836/https://na.weshareresearch.com/resources/single-record/?pdb=604,Books,en,,"Ed.), Encyclopedia of Evaluation.  Sage Publications",,,,,,Mathison S.,http://web.archive.org/web/20240526083836/https://na.weshareresearch.com/resources/single-record/?pdb=604; https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Altschuld"", ""author_0_given"": ""J.W."", ""issued_date_parts_0_0"": ""2004"", ""title"": ""Fault tree analysis"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Ed.), Encyclopedia of Evaluation.  Sage Publications"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Mathison"", ""editor_0_family"": ""S."", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-708,February,Kaufman,1994,1994,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=708,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-706,February).  A Needs Assessment Audit,R. Kaufman,1994,1994,Book,,http://web.archive.org/web/20230204205604/https://na.weshareresearch.com/resources/single-record/?pdb=706,Books,en,,Performance & Instruction,,,,,,,http://web.archive.org/web/20230204205604/https://na.weshareresearch.com/resources/single-record/?pdb=706; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1994"", ""title"": ""February).  A Needs Assessment Audit"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Performance & Instruction"", ""publisher_place"": """", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-894,Figuring things out: A trainer's guide to needs and task analysis,R. Zemke; T. Kramlinger,1982,1982,Book,,http://web.archive.org/web/20230204205858/https://na.weshareresearch.com/resources/single-record/?pdb=894,Books,en,,Addison-Wesley,,,,,,,http://web.archive.org/web/20230204205858/https://na.weshareresearch.com/resources/single-record/?pdb=894; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Zemke"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1982"", ""title"": ""Figuring things out: A trainer's guide to needs and task analysis"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Addison-Wesley"", ""publisher_place"": ""Boston, MA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Kramlinger"", ""author_1_given"": ""T."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-649,Finding out what managers need.  Training &,Cureton,1986,1986,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=649,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-672,Focus groups--A needs assessment tool,Gamon,1992,1992,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=672,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-630,Focus Groups: A Starting Point for Needs Assessment,Buttram,1990,1990,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=630,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112212831/https://na.weshareresearch.com/resources/articles/?listpage=8&instance=1,Listing only,
reference-882,Frist Things Fast: A Handbook for Performance Analysis (Essential Knowledge Resource),A. Rossett,2009,2009,Book,,https://web.archive.org/web/20240526090329/https://na.weshareresearch.com/resources/single-record/?pdb=882,Books,en,,Jossey-Bass,,,,,2nd,,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240526090329/https://na.weshareresearch.com/resources/single-record/?pdb=882; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/,Reference details recovered,"{""author_0_family"": ""Rossett"", ""author_0_given"": ""A."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Frist Things Fast: A Handbook for Performance Analysis (Essential Knowledge Resource)"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": ""2nd"", ""in_book"": """", ""publisher"": ""Jossey-Bass"", ""publisher_place"": ""San Francisco, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-779,From felt need to actual need: a multi-method multi-sample approach to needs assessment,Peterson,2004,2004,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=779,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-913,Getting serious about results and payoffs: We are what we say do,R. Kaufman; R. Watkins,2000,2000,Journal article,,https://web.archive.org/web/20221006225413/https://na.weshareresearch.com/resources/single-record/?pdb=913,Articles and Chapters,en,and deliver. Performance Improvement Journal,,https://doi.org/10.1002/pfi.4140390409,23–32,39,4,,,https://web.archive.org/web/20221006225413/https://na.weshareresearch.com/resources/single-record/?pdb=913; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""2000"", ""title"": ""Getting serious about results and payoffs: We are what we say do"", ""type"": ""article-journal"", ""journal"": ""and deliver. Performance Improvement Journal"", ""volume"": ""39"", ""issue"": ""4"", ""page"": ""23–32"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/pfi.4140390409"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Watkins"", ""author_1_given"": ""R."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-641,Help for first-time needs assessors.  Training &,Cline,1993,1993,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=641,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112220506/https://na.weshareresearch.com/resources/articles/?listpage=7&instance=1,Listing only,
reference-904,https://doi.org/10.1002/ev.20099,R. Dalton; M.S. Scheeringa; C.H. Zeanah,2008,2008,Journal article,,http://web.archive.org/web/20220528170628/https://na.weshareresearch.com/resources/single-record/?pdb=904,Articles and Chapters,en,Psychiatric Annals,,https://doi.org/10.1103/physrev.113.1002,134–141,38,2,,,http://web.archive.org/web/20220528170628/https://na.weshareresearch.com/resources/single-record/?pdb=904; https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Reference details recovered,"{""author_0_family"": ""Dalton"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""2008"", ""title"": ""https://doi.org/10.1002/ev.20099"", ""type"": ""article-journal"", ""journal"": ""Psychiatric Annals"", ""volume"": ""38"", ""issue"": ""2"", ""page"": ""134–141"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1103/physrev.113.1002"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Scheeringa"", ""author_1_given"": ""M.S."", ""author_2_family"": ""Zeanah"", ""author_2_given"": ""C.H."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-959,"Human needs, consumerism and welfare.",WJ Fellner; B Goehmann,2020,2020,Journal article,,http://web.archive.org/web/20240526081538/https://na.weshareresearch.com/resources/single-record/?pdb=959,Articles and Chapters,,"Cambridge Journal of Economics,",,https://doi.org/10.1093/cje/bez046,303-318.,44,2,,,http://web.archive.org/web/20240526081538/https://na.weshareresearch.com/resources/single-record/?pdb=959; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Fellner"", ""author_0_given"": ""WJ"", ""issued_date_parts_0_0"": ""2020"", ""title"": ""Human needs, consumerism and welfare."", ""type"": ""article-journal"", ""journal"": ""Cambridge Journal of Economics,"", ""volume"": ""44"", ""issue"": ""2"", ""page"": ""303-318."", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1093/cje/bez046"", ""url"": """", ""language"": """", ""author_1_family"": ""Goehmann"", ""author_1_given"": ""B"", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
